payer_id,due_date,paid_date,payment_due,amount_paid,principal_payment,interest_payment,escrow_payment,late_fee,total_amount_due,remaining_balance,status,days_late,payment_method,payment_processor,transaction_id,confirmation_number,payment_type
1,2021-10-01,2021-10-01,1553.65,1553.65,695.05,858.6,435.42,0.0,1989.07,298817.35,Paid,0.0,Online Payment,Interac,FA9EA926,MP249398,Regular
1,2021-11-01,2021-11-01,1553.65,1553.65,697.04,856.61,796.82,0.0,2350.47,298120.31,Paid,0.0,Auto-Pay,TD EasyWeb,55729760,MP214226,Regular
1,2021-12-01,2021-12-03,1553.65,1553.65,699.04,854.61,688.15,0.0,2241.8,297421.26,Paid,2.0,Mobile App,TD EasyWeb,6B5F6BF0,MP708202,Regular
1,2022-01-01,2022-01-03,1553.65,1553.65,701.04,852.61,667.03,0.0,2220.68,296720.22,Paid,2.0,Phone Payment,Mastercard Debit,56073462,MP349170,Regular
1,2022-02-01,2022-02-03,1553.65,1553.65,703.05,850.6,697.49,0.0,2251.14,296017.17,Paid,2.0,Phone Payment,BMO Digital Banking,55445D23,MP404027,Regular
1,2022-03-01,2022-03-08,1553.65,1553.65,705.07,848.58,648.75,0.0,2202.4,295312.1,Paid,7.0,Mobile App,Visa Debit,B6CC05EA,MP998842,Regular
1,2022-04-01,2022-04-02,1553.65,1553.65,707.09,846.56,471.8,0.0,2025.45,294605.01,Paid,1.0,Auto-Pay,Mastercard Debit,06FBB5C0,MP934119,Regular
1,2022-05-01,2022-05-02,1553.65,1553.65,709.12,844.53,443.29,0.0,1996.94,293895.89,Paid,1.0,Bank Transfer,BMO Digital Banking,80AC60B9,MP294914,Regular
1,2022-06-01,2022-06-03,1553.65,1553.65,711.15,842.5,792.55,0.0,2346.2,293184.74,Paid,2.0,Auto-Pay,Mastercard Debit,A638E59A,MP852577,Regular
1,2022-07-01,2022-07-06,1553.65,1553.65,713.19,840.46,742.87,0.0,2296.52,292471.55,Paid,5.0,Mobile App,Interac,B84039D8,MP677850,Regular
1,2022-08-01,2022-08-01,1553.65,1553.65,715.23,838.42,693.46,0.0,2247.11,291756.32,Paid,0.0,Bank Transfer,TD EasyWeb,0B6ED9EE,MP597478,Regular
1,2022-09-01,2022-09-02,1553.65,1553.65,717.28,836.37,623.92,0.0,2177.57,291039.03,Paid,1.0,Auto-Pay,RBC Online,146FDC85,MP685220,Regular
1,2022-10-01,2022-10-01,1553.65,1553.65,719.34,834.31,797.48,0.0,2351.13,290319.69,Paid,0.0,Check,BMO Digital Banking,EC49C02D,MP997349,Regular
1,2022-11-01,2022-11-02,1553.65,1553.65,721.4,832.25,383.15,0.0,1936.8,289598.29,Paid,1.0,Auto-Pay,Mastercard Debit,43640D32,MP164209,Regular
1,2022-12-01,2022-12-01,1553.65,1553.65,723.47,830.18,377.0,0.0,1930.65,288874.82,Paid,0.0,Phone Payment,RBC Online,54E37695,MP433817,Regular
1,2023-01-01,2023-01-02,1553.65,1553.65,725.54,828.11,598.09,0.0,2151.74,288149.28,Paid,1.0,Phone Payment,Visa Debit,AF22E8B4,MP960724,Regular
1,2023-02-01,2023-02-03,1553.65,1553.65,727.62,826.03,260.75,0.0,1814.4,287421.65,Paid,2.0,Online Payment,Interac,D3AFEE80,MP737277,Regular
1,2023-03-01,2023-03-05,1553.65,1553.65,729.71,823.94,432.43,0.0,1986.08,286691.94,Paid,4.0,Check,BMO Digital Banking,04EFD139,MP312429,Regular
1,2023-04-01,2023-04-01,1553.65,1553.65,731.8,821.85,377.98,0.0,1931.63,285960.14,Paid,0.0,Online Payment,Interac,10B73D27,MP502578,Regular
1,2023-05-01,2023-05-02,1553.65,1553.65,733.9,819.75,444.96,0.0,1998.61,285226.24,Paid,1.0,Phone Payment,RBC Online,542848F6,MP527216,Regular
1,2023-06-01,2023-06-01,1553.65,1553.65,736.0,817.65,284.55,0.0,1838.2,284490.24,Paid,0.0,Online Payment,Visa Debit,55F0782B,MP600722,Regular
1,2023-07-01,2023-07-02,1553.65,1553.65,738.11,815.54,242.9,0.0,1796.55,283752.13,Paid,1.0,Check,RBC Online,56559C1A,MP209319,Regular
1,2023-08-01,2023-08-03,1553.65,1553.65,740.23,813.42,735.74,0.0,2289.39,283011.9,Paid,2.0,Check,RBC Online,9BAA4F95,MP577267,Regular
1,2023-09-01,2023-09-03,1553.65,1553.65,742.35,811.3,357.9,0.0,1911.55,282269.55,Paid,2.0,Phone Payment,Mastercard Debit,D174606C,MP769143,Regular
1,2023-10-01,2023-10-02,1553.65,1553.65,744.48,809.17,483.35,0.0,2037.0,281525.07,Paid,1.0,Bank Transfer,Mastercard Debit,D52E3EAA,MP803369,Regular
1,2023-11-01,2023-11-08,1553.65,1553.65,746.61,807.04,630.96,0.0,2184.61,280778.45,Paid,7.0,Mobile App,Visa Debit,99A6F02F,MP775805,Regular
1,2023-12-01,2023-12-01,1553.65,1553.65,748.75,804.9,582.84,0.0,2136.49,280029.7,Paid,0.0,Check,BMO Digital Banking,D4D090AE,MP953521,Regular
3,2023-10-01,2023-10-02,3262.69,3262.69,183.62,3079.07,226.34,0.0,3489.03,319304.55,Paid,1.0,Bank Transfer,Visa Debit,7EB3B8A7,MP803396,Regular
3,2023-11-01,2023-11-03,3262.69,3262.69,185.39,3077.3,562.58,0.0,3825.27,319119.15,Paid,2.0,Mobile App,BMO Digital Banking,F9FD55B6,MP569031,Regular
3,2023-12-01,2023-12-01,3262.69,3262.69,187.18,3075.51,231.93,0.0,3494.62,318931.98,Paid,0.0,Online Payment,BMO Digital Banking,C36435A7,MP772876,Regular
4,2022-02-01,2022-02-03,607.57,607.57,106.3,501.27,538.48,0.0,1146.05,85911.2,Paid,2.0,Auto-Pay,TD EasyWeb,70160018,MP596089,Regular
4,2022-03-01,2022-03-06,607.57,607.57,106.92,500.65,280.54,0.0,888.11,85804.27,Paid,5.0,Phone Payment,Interac,9FC61138,MP199807,Regular
4,2022-04-01,2022-04-02,607.57,607.57,107.55,500.02,663.31,0.0,1270.88,85696.73,Paid,1.0,Check,RBC Online,146FA251,MP618361,Regular
4,2022-05-01,2022-05-02,607.57,607.57,108.17,499.4,557.22,0.0,1164.79,85588.56,Paid,1.0,Auto-Pay,Interac,02D8F715,MP547661,Regular
4,2022-06-01,2022-06-08,607.57,607.57,108.8,498.77,600.85,0.0,1208.42,85479.75,Paid,7.0,Bank Transfer,Interac,BFA836EE,MP800671,Regular
4,2022-07-01,2022-07-01,607.57,607.57,109.44,498.13,558.17,0.0,1165.74,85370.32,Paid,0.0,Phone Payment,BMO Digital Banking,384C820F,MP570768,Regular
4,2022-08-01,2022-08-03,607.57,607.57,110.07,497.5,251.1,0.0,858.67,85260.24,Paid,2.0,Phone Payment,BMO Digital Banking,191434E6,MP287812,Regular
4,2022-09-01,2022-09-08,607.57,607.57,110.72,496.85,563.33,0.0,1170.9,85149.53,Paid,7.0,Online Payment,RBC Online,1B6B6A9A,MP355416,Regular
4,2022-10-01,2022-10-02,607.57,607.57,111.36,496.21,313.01,0.0,920.58,85038.17,Paid,1.0,Check,Interac,60CC3E6F,MP756913,Regular
4,2022-11-01,2022-11-01,607.57,607.57,112.01,495.56,374.92,0.0,982.49,84926.16,Paid,0.0,Bank Transfer,TD EasyWeb,BA9CF2CE,MP891055,Regular
4,2022-12-01,2022-12-02,607.57,607.57,112.66,494.91,410.62,0.0,1018.19,84813.49,Paid,1.0,Auto-Pay,Interac,CDBAC355,MP681223,Regular
4,2023-01-01,2023-01-01,607.57,607.57,113.32,494.25,674.13,0.0,1281.7,84700.17,Paid,0.0,Check,Interac,48E68B1F,MP438677,Regular
4,2023-02-01,2023-02-02,607.57,607.57,113.98,493.59,398.0,0.0,1005.57,84586.19,Paid,1.0,Check,Visa Debit,8E70B2D2,MP708758,Regular
4,2023-03-01,2023-03-02,607.57,607.57,114.64,492.93,476.72,0.0,1084.29,84471.55,Paid,1.0,Phone Payment,TD EasyWeb,251633B1,MP983894,Regular
4,2023-04-01,2023-04-06,607.57,607.57,115.31,492.26,471.13,0.0,1078.7,84356.24,Paid,5.0,Phone Payment,TD EasyWeb,73B49571,MP162777,Regular
4,2023-05-01,2023-05-02,607.57,607.57,115.98,491.59,641.5,0.0,1249.07,84240.25,Paid,1.0,Check,RBC Online,22699602,MP127058,Regular
4,2023-06-01,2023-06-10,607.57,607.57,116.66,490.91,405.14,25.0,1012.71,84123.59,Paid,9.0,Mobile App,Mastercard Debit,C3A3B4E5,MP520164,Late Payment
4,2023-07-01,2023-07-01,607.57,607.57,117.34,490.23,435.55,0.0,1043.12,84006.25,Paid,0.0,Mobile App,TD EasyWeb,BF91B2A9,MP480228,Regular
4,2023-08-01,2023-08-14,607.57,607.57,118.02,489.55,278.89,25.0,886.46,83888.23,Paid,13.0,Online Payment,Visa Debit,3676A100,MP202730,Late Payment
4,2023-09-01,2023-09-03,607.57,607.57,118.71,488.86,391.26,0.0,998.83,83769.52,Paid,2.0,Auto-Pay,Interac,ABE0A1D1,MP856888,Regular
4,2023-10-01,2023-10-02,607.57,607.57,119.4,488.17,729.43,0.0,1337.0,83650.12,Paid,1.0,Check,Visa Debit,A79CA591,MP596327,Regular
4,2023-11-01,2023-11-13,607.57,607.57,120.1,487.47,551.35,25.0,1158.92,83530.02,Paid,12.0,Mobile App,Interac,623F5CC2,MP811507,Late Payment
4,2023-12-01,2023-12-09,607.57,607.57,120.8,486.77,205.47,25.0,813.04,83409.22,Paid,8.0,Check,BMO Digital Banking,E3BEFF93,MP635407,Late Payment
7,2023-10-01,2023-10-04,1546.42,1546.42,283.58,1262.84,619.52,0.0,2165.94,222439.41,Paid,3.0,Online Payment,RBC Online,15B8A29A,MP976389,Regular
7,2023-11-01,2023-11-02,1546.42,1546.42,285.19,1261.23,606.49,0.0,2152.91,222154.22,Paid,1.0,Online Payment,RBC Online,0750F3C7,MP638104,Regular
7,2023-12-01,2023-12-02,1546.42,1546.42,286.81,1259.61,501.4,0.0,2047.82,221867.42,Paid,1.0,Phone Payment,TD EasyWeb,F1FC1321,MP200236,Regular
8,2020-02-01,2020-02-02,3257.5,3257.5,1625.79,1631.72,346.24,0.0,3603.74,561054.31,Paid,1.0,Phone Payment,Mastercard Debit,9897B0B1,MP613444,Regular
8,2020-03-01,2020-03-01,3257.5,3257.5,1630.5,1627.0,231.7,0.0,3489.2,559423.81,Paid,0.0,Bank Transfer,Interac,A81D9C4B,MP275222,Regular
8,2020-04-01,2020-04-03,3257.5,3257.5,1635.23,1622.27,665.76,0.0,3923.26,557788.58,Paid,2.0,Mobile App,BMO Digital Banking,3E267D72,MP434230,Regular
8,2020-05-01,2020-05-01,3257.5,3257.5,1639.97,1617.53,300.26,0.0,3557.76,556148.61,Paid,0.0,Check,Visa Debit,5853DBA1,MP934877,Regular
8,2020-06-01,2020-06-02,3257.5,3257.5,1644.73,1612.78,260.83,0.0,3518.33,554503.88,Paid,1.0,Online Payment,Interac,FB41E23A,MP549677,Regular
8,2020-07-01,2020-07-01,3257.5,3257.5,1649.5,1608.01,307.65,0.0,3565.15,552854.38,Paid,0.0,Check,RBC Online,44B15E2A,MP293999,Regular
8,2020-08-01,2020-08-01,3257.5,3257.5,1654.28,1603.22,671.09,0.0,3928.59,551200.1,Paid,0.0,Check,TD EasyWeb,69D819E9,MP377002,Regular
8,2020-09-01,2020-09-09,3257.5,3257.5,1659.08,1598.43,730.97,130.3,3988.47,549541.03,Paid,8.0,Auto-Pay,Visa Debit,9F323C94,MP578121,Late Payment
8,2020-10-01,2020-10-03,3257.5,3257.5,1663.89,1593.62,671.26,0.0,3928.76,547877.14,Paid,2.0,Online Payment,Interac,F4AAC395,MP732588,Regular
8,2020-11-01,2020-11-03,3257.5,3257.5,1668.71,1588.79,746.26,0.0,4003.76,546208.42,Paid,2.0,Auto-Pay,Mastercard Debit,5C5390A4,MP496110,Regular
8,2020-12-01,2020-12-05,3257.5,3257.5,1673.55,1583.95,360.15,0.0,3617.65,544534.87,Paid,4.0,Check,Visa Debit,B80614FA,MP460717,Regular
8,2021-01-01,2021-01-03,3257.5,3257.5,1678.41,1579.1,493.75,0.0,3751.25,542856.46,Paid,2.0,Online Payment,BMO Digital Banking,4EE1E221,MP959217,Regular
8,2021-02-01,2021-02-01,3257.5,3257.5,1683.27,1574.23,780.4,0.0,4037.9,541173.19,Paid,0.0,Check,Mastercard Debit,6C442A5F,MP562910,Regular
8,2021-03-01,2021-03-02,3257.5,3257.5,1688.15,1569.35,217.09,0.0,3474.59,539485.04,Paid,1.0,Online Payment,Visa Debit,3781C96E,MP894968,Regular
8,2021-04-01,2021-04-01,3257.5,3257.5,1693.05,1564.45,401.76,0.0,3659.26,537791.99,Paid,0.0,Phone Payment,BMO Digital Banking,9218436C,MP388385,Regular
8,2021-05-01,2021-05-13,3257.5,3257.5,1697.96,1559.54,698.44,130.3,3955.94,536094.02,Paid,12.0,Online Payment,TD EasyWeb,429F73E8,MP418235,Late Payment
8,2021-06-01,2021-06-01,3257.5,3257.5,1702.88,1554.62,675.12,0.0,3932.62,534391.14,Paid,0.0,Auto-Pay,Mastercard Debit,D843FAE7,MP487515,Regular
8,2021-07-01,2021-07-08,3257.5,3257.5,1707.82,1549.68,680.18,0.0,3937.68,532683.32,Paid,7.0,Mobile App,Mastercard Debit,54FF6369,MP904717,Regular
8,2021-08-01,2021-08-05,3257.5,3257.5,1712.77,1544.73,330.31,0.0,3587.81,530970.54,Paid,4.0,Mobile App,Interac,D57A4204,MP365320,Regular
8,2021-09-01,2021-09-03,3257.5,3257.5,1717.74,1539.76,569.77,0.0,3827.27,529252.8,Paid,2.0,Online Payment,Visa Debit,4C14FEFA,MP138935,Regular
8,2021-10-01,2021-10-09,3257.5,3257.5,1722.72,1534.78,439.65,130.3,3697.15,527530.08,Paid,8.0,Bank Transfer,Mastercard Debit,5D7D6CE8,MP505668,Late Payment
8,2021-11-01,2021-11-03,3257.5,3257.5,1727.72,1529.79,658.2,0.0,3915.7,525802.36,Paid,2.0,Mobile App,Visa Debit,4896A78C,MP137496,Regular
8,2021-12-01,2021-12-03,3257.5,3257.5,1732.73,1524.78,207.47,0.0,3464.97,524069.63,Paid,2.0,Mobile App,Visa Debit,A8B90D8C,MP453017,Regular
8,2022-01-01,2022-01-01,3257.5,3257.5,1737.75,1519.75,733.91,0.0,3991.41,522331.88,Paid,0.0,Phone Payment,Visa Debit,DB3FDE4F,MP140585,Regular
8,2022-02-01,2022-02-01,3257.5,3257.5,1742.79,1514.71,764.94,0.0,4022.44,520589.09,Paid,0.0,Auto-Pay,TD EasyWeb,D8CA811C,MP818171,Regular
8,2022-03-01,2022-03-02,3257.5,3257.5,1747.85,1509.66,664.42,0.0,3921.92,518841.24,Paid,1.0,Bank Transfer,BMO Digital Banking,EEFA48EA,MP712108,Regular
8,2022-04-01,2022-04-03,3257.5,3257.5,1752.92,1504.59,745.22,0.0,4002.72,517088.32,Paid,2.0,Check,RBC Online,20A88477,MP674789,Regular
8,2022-05-01,2022-05-02,3257.5,3257.5,1758.0,1499.51,311.81,0.0,3569.31,515330.33,Paid,1.0,Check,BMO Digital Banking,D6105262,MP891174,Regular
8,2022-06-01,2022-06-01,3257.5,3257.5,1763.1,1494.41,277.27,0.0,3534.77,513567.23,Paid,0.0,Online Payment,BMO Digital Banking,A17650DC,MP738295,Regular
8,2022-07-01,2022-07-02,3257.5,3257.5,1768.21,1489.29,508.33,0.0,3765.83,511799.02,Paid,1.0,Check,TD EasyWeb,E79ADDA6,MP528494,Regular
8,2022-08-01,2022-08-03,3257.5,3257.5,1773.34,1484.17,215.53,0.0,3473.03,510025.68,Paid,2.0,Check,BMO Digital Banking,F4B6532D,MP772964,Regular
8,2022-09-01,2022-09-02,3257.5,3257.5,1778.48,1479.02,689.36,0.0,3946.86,508247.2,Paid,1.0,Bank Transfer,Visa Debit,9CA986E6,MP558479,Regular
8,2022-10-01,2022-10-03,3257.5,3257.5,1783.64,1473.87,534.35,0.0,3791.85,506463.57,Paid,2.0,Mobile App,RBC Online,F91DE197,MP718657,Regular
8,2022-11-01,2022-11-03,3257.5,3257.5,1788.81,1468.69,799.64,0.0,4057.14,504674.76,Paid,2.0,Online Payment,Interac,83E09FDE,MP542469,Regular
8,2022-12-01,2022-12-16,3257.5,3257.5,1794.0,1463.51,318.1,130.3,3575.6,502880.76,Paid,15.0,Auto-Pay,Visa Debit,71DB1EEB,MP534184,Late Payment
8,2023-01-01,2023-01-06,3257.5,3257.5,1799.2,1458.31,641.22,0.0,3898.72,501081.56,Paid,5.0,Bank Transfer,TD EasyWeb,6BE521A9,MP539932,Regular
8,2023-02-01,2023-02-02,3257.5,3257.5,1804.42,1453.09,323.88,0.0,3581.38,499277.14,Paid,1.0,Online Payment,RBC Online,6279AAB9,MP389289,Regular
8,2023-03-01,2023-03-03,3257.5,3257.5,1809.65,1447.85,672.95,0.0,3930.45,497467.49,Paid,2.0,Phone Payment,Visa Debit,CF96ACE4,MP503474,Regular
8,2023-04-01,2023-04-01,3257.5,3257.5,1814.9,1442.61,265.3,0.0,3522.8,495652.6,Paid,0.0,Bank Transfer,BMO Digital Banking,0AF9EECA,MP706055,Regular
8,2023-05-01,2023-05-03,3257.5,3257.5,1820.16,1437.34,510.91,0.0,3768.41,493832.44,Paid,2.0,Phone Payment,RBC Online,056CCA2F,MP942652,Regular
8,2023-06-01,2023-06-03,3257.5,3257.5,1825.44,1432.07,544.23,0.0,3801.73,492007.0,Paid,2.0,Bank Transfer,BMO Digital Banking,D854D698,MP257775,Regular
8,2023-07-01,2023-07-02,3257.5,3257.5,1830.73,1426.77,426.84,0.0,3684.34,490176.27,Paid,1.0,Bank Transfer,Mastercard Debit,DB3153FD,MP424157,Regular
8,2023-08-01,2023-08-01,3257.5,3257.5,1836.04,1421.46,531.95,0.0,3789.45,488340.22,Paid,0.0,Phone Payment,Interac,5763E9A5,MP969303,Regular
8,2023-09-01,2023-09-01,3257.5,3257.5,1841.37,1416.14,760.42,0.0,4017.92,486498.86,Paid,0.0,Online Payment,RBC Online,1B7670CB,MP362939,Regular
8,2023-10-01,2023-10-07,3257.5,3257.5,1846.71,1410.8,440.35,0.0,3697.85,484652.15,Paid,6.0,Bank Transfer,TD EasyWeb,A648DDF7,MP295038,Regular
8,2023-11-01,2023-11-01,3257.5,3257.5,1852.06,1405.44,768.27,0.0,4025.77,482800.09,Paid,0.0,Phone Payment,Interac,5E9DF57D,MP221424,Regular
8,2023-12-01,2023-12-02,3257.5,3257.5,1857.43,1400.07,374.07,0.0,3631.57,480942.66,Paid,1.0,Check,Interac,790685C9,MP730100,Regular
9,2023-02-01,2023-02-03,1694.68,1694.68,735.02,959.66,251.47,0.0,1946.15,274501.08,Paid,2.0,Auto-Pay,BMO Digital Banking,36D42E52,MP986569,Regular
9,2023-03-01,2023-03-02,1694.68,1694.68,737.59,957.09,654.2,0.0,2348.88,273763.49,Paid,1.0,Phone Payment,BMO Digital Banking,0F7E8FC6,MP673098,Regular
9,2023-04-01,2023-04-04,1694.68,1694.68,740.16,954.52,784.96,0.0,2479.64,273023.33,Paid,3.0,Check,RBC Online,927F3DB4,MP465712,Regular
9,2023-05-01,2023-05-01,1694.68,1694.68,742.74,951.94,431.48,0.0,2126.16,272280.59,Paid,0.0,Auto-Pay,RBC Online,C5DC6320,MP255609,Regular
9,2023-06-01,2023-06-01,1694.68,1694.68,745.33,949.35,415.66,0.0,2110.34,271535.27,Paid,0.0,Auto-Pay,Mastercard Debit,4B136FCD,MP355846,Regular
9,2023-07-01,2023-07-03,1694.68,1694.68,747.93,946.75,684.85,0.0,2379.53,270787.34,Paid,2.0,Auto-Pay,Interac,1C5F86FC,MP866722,Regular
9,2023-08-01,2023-08-02,1694.68,1694.68,750.53,944.15,274.88,0.0,1969.56,270036.8,Paid,1.0,Online Payment,RBC Online,D0CD05C9,MP840356,Regular
9,2023-09-01,2023-09-16,1694.68,1694.68,753.15,941.53,237.57,67.79,1932.25,269283.65,Paid,15.0,Mobile App,RBC Online,A5CDB0D7,MP583935,Late Payment
9,2023-10-01,2023-10-02,1694.68,1694.68,755.78,938.9,318.21,0.0,2012.89,268527.87,Paid,1.0,Auto-Pay,Visa Debit,C55D9806,MP318399,Regular
9,2023-11-01,2023-11-01,1694.68,1694.68,758.41,936.27,356.81,0.0,2051.49,267769.46,Paid,0.0,Bank Transfer,Visa Debit,A0236DF8,MP282302,Regular
9,2023-12-01,2023-12-02,1694.68,1694.68,761.06,933.62,490.87,0.0,2185.55,267008.4,Paid,1.0,Phone Payment,RBC Online,0E4BD1B9,MP757339,Regular
10,2023-06-01,2023-06-03,1981.67,1981.67,426.59,1555.08,529.69,0.0,2511.36,241797.33,Paid,2.0,Bank Transfer,Mastercard Debit,A0D7A57B,MP265683,Regular
10,2023-07-01,2023-07-03,1981.67,1981.67,429.33,1552.34,543.83,0.0,2525.5,241368.0,Paid,2.0,Mobile App,BMO Digital Banking,FC087329,MP843004,Regular
10,2023-08-01,2023-08-03,1981.67,1981.67,432.09,1549.58,398.91,0.0,2380.58,240935.91,Paid,2.0,Mobile App,Interac,2FEB6419,MP163231,Regular
10,2023-09-01,2023-09-03,1981.67,1981.67,434.86,1546.81,704.15,0.0,2685.82,240501.05,Paid,2.0,Check,Interac,9993B2EF,MP668326,Regular
10,2023-10-01,2023-10-01,1981.67,1981.67,437.65,1544.02,395.31,0.0,2376.98,240063.39,Paid,0.0,Phone Payment,Interac,B2CE8AB0,MP126288,Regular
10,2023-11-01,2023-11-03,1981.67,1981.67,440.46,1541.21,592.32,0.0,2573.99,239622.93,Paid,2.0,Phone Payment,TD EasyWeb,7743DAD0,MP790332,Regular
10,2023-12-01,2023-12-03,1981.67,1981.67,443.29,1538.38,620.74,0.0,2602.41,239179.64,Paid,2.0,Auto-Pay,Interac,16565EA3,MP845769,Regular
11,2020-02-01,2020-02-02,1941.47,1941.47,689.6,1251.87,582.77,0.0,2524.24,361515.75,Paid,1.0,Check,Mastercard Debit,4D827189,MP287529,Regular
11,2020-03-01,2020-03-01,1941.47,1941.47,691.99,1249.49,678.12,0.0,2619.59,360823.76,Paid,0.0,Online Payment,Interac,694834E0,MP957527,Regular
11,2020-04-01,2020-04-03,1941.47,1941.47,694.38,1247.09,589.44,0.0,2530.91,360129.38,Paid,2.0,Online Payment,Mastercard Debit,E82E062F,MP765450,Regular
11,2020-05-01,2020-05-02,1941.47,1941.47,696.78,1244.69,296.0,0.0,2237.47,359432.6,Paid,1.0,Mobile App,BMO Digital Banking,C783B83A,MP635583,Regular
11,2020-06-01,2020-06-02,1941.47,1941.47,699.19,1242.29,565.59,0.0,2507.06,358733.41,Paid,1.0,Auto-Pay,Mastercard Debit,87B757A9,MP680002,Regular
11,2020-07-01,2020-07-01,1941.47,1941.47,701.6,1239.87,315.33,0.0,2256.8,358031.81,Paid,0.0,Mobile App,Interac,09811D77,MP693305,Regular
11,2020-08-01,2020-08-03,1941.47,1941.47,704.03,1237.44,630.29,0.0,2571.76,357327.78,Paid,2.0,Check,BMO Digital Banking,D67E5D97,MP235684,Regular
11,2020-09-01,2020-09-03,1941.47,1941.47,706.46,1235.01,578.42,0.0,2519.89,356621.32,Paid,2.0,Mobile App,Visa Debit,8E11B83A,MP483337,Regular
11,2020-10-01,2020-10-02,1941.47,1941.47,708.9,1232.57,220.62,0.0,2162.09,355912.41,Paid,1.0,Phone Payment,Mastercard Debit,1DFBB929,MP705538,Regular
11,2020-11-01,2020-11-02,1941.47,1941.47,711.35,1230.12,459.98,0.0,2401.45,355201.06,Paid,1.0,Auto-Pay,RBC Online,841A6BD5,MP924623,Regular
11,2020-12-01,2020-12-03,1941.47,1941.47,713.81,1227.66,484.99,0.0,2426.46,354487.25,Paid,2.0,Phone Payment,Mastercard Debit,44CA651C,MP383167,Regular
11,2021-01-01,2021-01-02,1941.47,1941.47,716.28,1225.19,672.65,0.0,2614.12,353770.97,Paid,1.0,Online Payment,BMO Digital Banking,89B247C1,MP713875,Regular
11,2021-02-01,2021-02-06,1941.47,1941.47,718.76,1222.72,345.1,0.0,2286.57,353052.21,Paid,5.0,Auto-Pay,BMO Digital Banking,BD884058,MP771234,Regular
