payer_id,age,annual_income_cad,employment_status,marital_status,city,province,loan_amount,interest_rate,loan_term_years,loan_term_months,current_balance,loan_status,monthly_payment,origination_date,maturity_date,delinquency_risk,lender,institution_name,institution_city,institution_province,program_name,program_type,field_of_study,program_difficulty,program_duration_years,typical_tuition_cad,employment_rate_percent,avg_starting_salary_cad,university_name,institution_type,requires_licensing,job_market_outlook,income_category,age_group,program_difficulty_label,remaining_balance_pct,payment_to_income_ratio_pct,recommended_approach,career_outlook_flag
328,41,16729,Part-time,Single,Edmonton,Alberta,314384.52,6.946,25,300,296330.45,Active,2211.19,2021-11-01,2046-11-01,1.0,TD Student Line of Credit,York University,Toronto,Ontario,Mathematics,Bachelor's,Science,3,4.0,43771.19,71.3,55946.22,University of British Columbia (UBC),University,0,Good,Low Income,Mid-Career (35-49),High Difficulty,94.26,158.61,Proactive Monitoring,Moderate Job Market
108,34,20040,Part-time,Married,Calgary,Alberta,313577.61,8.736,15,180,206223.42,Active,3131.46,2018-05-01,2033-05-01,1.0,CIBC,McGill University,Montreal,Quebec,Biomedical Engineering,Bachelor's,Engineering,3,4.0,58726.36,82.0,70638.95,Central College,College,1,Fair,Low Income,Young Professional (25-34),High Difficulty,65.76,187.51,Proactive Monitoring,Moderate Job Market
468,36,72793,Full-time,Single,Surrey,British Columbia,309719.65,5.437,25,300,269707.34,Active,1890.31,2020-01-01,2045-01-01,1.0,Bank of Nova Scotia,University of Manitoba,Winnipeg,Manitoba,Sports Management,Bachelor's,Business,1,4.0,29570.97,75.9,39415.75,McGill University,University,0,Challenging,High Income,Mid-Career (35-49),Low Difficulty,87.08,31.16,Proactive Monitoring,Moderate Job Market
611,39,0,Unemployed,Widowed,Vancouver,British Columbia,309054.85,3.691,25,300,254548.38,Active,1579.04,2019-12-01,2044-12-01,1.0,BMO Student Banking Program,University of Saskatchewan,Saskatoon,Saskatchewan,Nursing,Bachelor's,Healthcare,2,4.0,39406.16,91.0,68856.86,University of Alberta,University,1,Excellent,Low Income,Mid-Career (35-49),Medium Difficulty,82.36,,Proactive Monitoring,Strong Job Market
724,33,59254,Full-time,Married,Montreal,Quebec,305372.56,7.449,15,180,234218.68,Active,2822.0,2021-01-01,2036-01-01,1.0,Royal Bank of Canada,McMaster University,Hamilton,Ontario,General Studies,Bachelor's,Liberal Arts,1,4.0,22950.56,67.1,36675.12,Northern College,College,0,Excellent,Medium Income,Young Professional (25-34),Low Difficulty,76.7,57.15,Proactive Monitoring,Career Support Needed
802,18,0,Unemployed,Common-law,Steinbach,Manitoba,304900.66,8.350999999999999,25,300,288966.97,Active,2424.6,2022-07-01,2047-07-01,1.0,National Bank of Canada,McGill University,Montreal,Quebec,Aerospace Engineering,Bachelor's,Engineering,3,4.0,48284.7,83.2,70720.35,University of Toronto,University,1,Good,Low Income,Young Adult (18-24),High Difficulty,94.77,,Proactive Monitoring,Moderate Job Market
352,44,0,Unemployed,Widowed,Mississauga,Ontario,304358.35,4.224,20,240,217745.82,Active,1880.47,2018-10-01,2038-10-01,1.0,Canada Student Loans Program,University of Manitoba,Winnipeg,Manitoba,General Studies,Bachelor's,Liberal Arts,1,4.0,22950.56,67.1,36675.12,Northern College,College,0,Excellent,Low Income,Mid-Career (35-49),Low Difficulty,71.54,,Proactive Monitoring,Career Support Needed
586,23,0,Unemployed,Common-law,Lethbridge,Alberta,303689.52,4.295,25,300,249109.85,Active,1652.86,2019-06-01,2044-06-01,1.0,TD Canada Trust,University of Ottawa,Ottawa,Ontario,Business Administration,Bachelor's,Business,1,4.0,38354.87,91.8,55993.86,Northern College,College,0,Excellent,Low Income,Young Adult (18-24),Low Difficulty,82.03,,Proactive Monitoring,Strong Job Market
651,38,24307,Part-time,Divorced,Victoria,British Columbia,301753.2,7.186,15,180,216303.65,Active,2743.72,2020-04-01,2035-04-01,1.0,RBC Student Banking,Carleton University,Ottawa,Ontario,Automotive Technology,Certificate,Technical,1,2.0,17732.27,83.7,45175.53,Northern Community College,Community College,0,Fair,Low Income,Mid-Career (35-49),Low Difficulty,71.68,135.45,Proactive Monitoring,Moderate Job Market
473,32,67346,Full-time,Divorced,Surrey,British Columbia,295718.39,10.275,20,240,282442.62,Active,2907.83,2023-03-01,2043-03-01,1.0,National Bank of Canada,University of Alberta,Edmonton,Alberta,Architecture,Bachelor's,Design,3,5.0,51931.78,68.9,63433.67,Metropolitan College,College,0,Challenging,Medium Income,Young Professional (25-34),High Difficulty,95.51,51.81,Proactive Monitoring,Career Support Needed
496,32,0,Unemployed,Divorced,Winnipeg,Manitoba,294717.67,4.384,20,240,248879.24,Active,1846.13,2021-04-01,2041-04-01,1.0,TD Canada Trust,University of Alberta,Edmonton,Alberta,Information Technology,Bachelor's,Technology,2,4.0,42437.76,86.0,62830.9,Southern College,College,0,Good,Low Income,Young Professional (25-34),Medium Difficulty,84.45,,Proactive Monitoring,Strong Job Market
788,37,43946,Full-time,Single,Victoria,British Columbia,293498.78,3.401,25,300,251406.65,Active,1453.79,2020-03-01,2045-03-01,1.0,Royal Bank of Canada,York University,Toronto,Ontario,Social Work,Bachelor's,Social Sciences,2,4.0,28992.11,80.1,47083.61,Metropolitan College,College,0,Excellent,Medium Income,Mid-Career (35-49),Medium Difficulty,85.66,39.7,Proactive Monitoring,Moderate Job Market
74,30,18606,Part-time,Single,Steinbach,Manitoba,292380.56,11.63,25,300,278649.75,In Deferment,2999.79,2021-03-01,2046-03-01,1.0,RBC Student Banking,University of Manitoba,Winnipeg,Manitoba,Automotive Technology,Certificate,Technical,1,2.0,17732.27,83.7,45175.53,Northern Community College,Community College,0,Fair,Low Income,Young Professional (25-34),Low Difficulty,95.3,193.47,Proactive Monitoring,Moderate Job Market
721,41,0,Unemployed,Married,Red Deer,Alberta,291193.89,4.409,25,300,266384.08,Active,1603.55,2022-09-01,2047-09-01,1.0,Bank of Nova Scotia,McGill University,Montreal,Quebec,Aerospace Engineering,Bachelor's,Engineering,3,4.0,48284.7,83.2,70720.35,University of Toronto,University,1,Good,Low Income,Mid-Career (35-49),High Difficulty,91.48,,Proactive Monitoring,Moderate Job Market
766,20,0,Unemployed,Single,London,Ontario,288477.56,6.787,15,180,180079.68,Active,2558.69,2018-11-01,2033-11-01,1.0,TD Student Line of Credit,York University,Toronto,Ontario,Master of Social Work,Master's,Social Sciences,2,2.0,43258.74,90.1,59912.03,Eastern Professional School,Professional School,0,Good,Low Income,Young Adult (18-24),Medium Difficulty,62.42,,Proactive Monitoring,Strong Job Market
624,39,48055,Full-time,Widowed,Edmonton,Alberta,287868.84,5.042,20,240,270308.02,Active,1906.49,2024-04-01,2044-04-01,1.0,Royal Bank of Canada,Memorial University,St. John's,Newfoundland,Doctor of Medicine,Professional,Medicine,3,4.0,92400.62,92.2,121546.42,Metropolitan Professional School,Professional School,1,Good,Medium Income,Mid-Career (35-49),High Difficulty,93.9,47.61,Proactive Monitoring,Strong Job Market
103,27,20473,Part-time,Widowed,Ottawa,Ontario,284607.51,5.948,25,300,244082.2,Active,1824.69,2019-09-01,2044-09-01,1.0,Canada Student Loans Program,University of Manitoba,Winnipeg,Manitoba,General Studies,Bachelor's,Liberal Arts,1,4.0,22950.56,67.1,36675.12,Northern College,College,0,Excellent,Low Income,Young Professional (25-34),Low Difficulty,85.76,106.95,Proactive Monitoring,Career Support Needed
137,22,0,Unemployed,Widowed,Montreal,Quebec,283982.6,6.3,20,240,235665.75,Active,2083.99,2020-08-01,2040-08-01,1.0,TD Student Line of Credit,University of Manitoba,Winnipeg,Manitoba,Elementary Education,Bachelor's,Education,2,4.0,27618.4,83.5,50773.63,University of British Columbia (UBC),University,0,Fair,Low Income,Young Adult (18-24),Medium Difficulty,82.99,,Proactive Monitoring,Moderate Job Market
728,18,22171,Part-time,Divorced,Steinbach,Manitoba,283775.21,5.01,20,240,242102.31,Active,1874.36,2021-10-01,2041-10-01,1.0,Bank of Nova Scotia,McMaster University,Hamilton,Ontario,Computer Science,Bachelor's,Technology,2,4.0,46476.55,91.9,73443.75,University of Waterloo,University,0,Fair,Low Income,Young Adult (18-24),Medium Difficulty,85.31,101.45,Proactive Monitoring,Strong Job Market
833,42,19558,Part-time,Single,Ottawa,Ontario,283664.6,5.261,20,240,244654.23,Active,1913.2,2020-12-01,2040-12-01,1.0,Canada Student Loans Program,University of British Columbia,Vancouver,British Columbia,Dental Hygiene,Associate,Healthcare,2,2.0,36524.51,95.5,62316.7,Southern College,College,1,Challenging,Low Income,Mid-Career (35-49),Medium Difficulty,86.25,117.39,Proactive Monitoring,Strong Job Market
577,23,15017,Part-time,Single,Lethbridge,Alberta,283516.84,3.583,15,180,231616.15,Active,2038.39,2021-11-01,2036-11-01,1.0,RBC Student Banking,University of Alberta,Edmonton,Alberta,Master of Social Work,Master's,Social Sciences,2,2.0,43258.74,90.1,59912.03,Eastern Professional School,Professional School,0,Good,Low Income,Young Adult (18-24),Medium Difficulty,81.69,162.89,Proactive Monitoring,Strong Job Market
318,18,0,Unemployed,Common-law,Brandon,Manitoba,283393.64,3.026,20,240,221666.84,Active,1575.39,2019-11-01,2039-11-01,1.0,CIBC,McGill University,Montreal,Quebec,Psychology,Bachelor's,Social Sciences,2,4.0,35551.65,79.2,44490.17,Northern College,College,0,Fair,Low Income,Young Adult (18-24),Medium Difficulty,78.22,,Proactive Monitoring,Moderate Job Market
48,33,47919,Full-time,Single,London,Ontario,277285.71,4.628,25,300,260561.18,Active,1561.46,2023-02-01,2048-02-01,1.0,Provincial Student Aid,Carleton University,Ottawa,Ontario,Master of Social Work,Master's,Social Sciences,2,2.0,43258.74,90.1,59912.03,Eastern Professional School,Professional School,0,Good,Medium Income,Young Professional (25-34),Medium Difficulty,93.97,39.1,Proactive Monitoring,Strong Job Market
470,44,17134,Part-time,Widowed,Mississauga,Ontario,277168.66,4.16,20,240,204941.9,Active,1703.05,2018-11-01,2038-11-01,1.0,Scotiabank Student Line of Credit,University of British Columbia,Vancouver,British Columbia,Accounting,Bachelor's,Business,2,4.0,38400.1,89.2,57397.74,University of British Columbia (UBC),University,0,Fair,Low Income,Mid-Career (35-49),Medium Difficulty,73.94,119.28,Proactive Monitoring,Strong Job Market
899,41,52986,Full-time,Widowed,Calgary,Alberta,277034.06,4.442,20,240,229754.23,Active,1743.99,2021-05-01,2041-05-01,1.0,CIBC,Ryerson University,Toronto,Ontario,Criminal Justice,Bachelor's,Social Sciences,2,4.0,29149.24,76.6,46781.72,Central College,College,0,Challenging,Medium Income,Mid-Career (35-49),Medium Difficulty,82.93,39.5,Proactive Monitoring,Moderate Job Market
204,25,64942,Full-time,Married,Red Deer,Alberta,272413.2,12.028,25,300,260881.64,Active,2874.76,2020-11-01,2045-11-01,1.0,Bank of Montreal,Concordia University,Montreal,Quebec,General Studies,Bachelor's,Liberal Arts,1,4.0,22950.56,67.1,36675.12,Northern College,College,0,Excellent,Medium Income,Young Professional (25-34),Low Difficulty,95.77,53.12,Proactive Monitoring,Career Support Needed
439,42,0,Unemployed,Single,Ottawa,Ontario,272347.42,3.84,20,240,221512.98,Active,1627.5,2020-04-01,2040-04-01,1.0,Bank of Nova Scotia,University of Toronto,Toronto,Ontario,Social Work,Bachelor's,Social Sciences,2,4.0,28992.11,80.1,47083.61,Metropolitan College,College,0,Excellent,Low Income,Mid-Career (35-49),Medium Difficulty,81.33,,Proactive Monitoring,Moderate Job Market
695,26,20052,Part-time,Married,Mississauga,Ontario,272093.58,4.096,25,300,238680.26,Active,1450.67,2021-06-01,2046-06-01,1.0,CIBC,University of Waterloo,Waterloo,Ontario,Master of Social Work,Master's,Social Sciences,2,2.0,43258.74,90.1,59912.03,Eastern Professional School,Professional School,0,Good,Low Income,Young Professional (25-34),Medium Difficulty,87.72,86.81,Proactive Monitoring,Strong Job Market
26,39,42318,Full-time,Common-law,Red Deer,Alberta,271783.71,3.629,20,240,246720.95,Active,1594.31,2022-09-01,2042-09-01,1.0,BMO Student Banking Program,York University,Toronto,Ontario,Sports Management,Bachelor's,Business,1,4.0,29570.97,75.9,39415.75,McGill University,University,0,Challenging,Medium Income,Mid-Career (35-49),Low Difficulty,90.78,45.21,Proactive Monitoring,Moderate Job Market
169,31,0,Unemployed,Divorced,Lethbridge,Alberta,271054.69,4.093,15,180,240194.58,Active,2017.61,2023-01-01,2038-01-01,1.0,Provincial Student Aid,University of Calgary,Calgary,Alberta,Communications,Bachelor's,Liberal Arts,1,4.0,30347.88,76.6,43539.85,Metropolitan College,College,0,Good,Low Income,Young Professional (25-34),Low Difficulty,88.61,,Proactive Monitoring,Moderate Job Market
545,33,18330,Part-time,Married,Mississauga,Ontario,269141.91,7.238,25,300,251817.7,Active,1943.3,2022-05-01,2047-05-01,1.0,Provincial Student Aid,Ryerson University,Toronto,Ontario,General Studies,Bachelor's,Liberal Arts,1,4.0,22950.56,67.1,36675.12,Northern College,College,0,Excellent,Low Income,Young Professional (25-34),Low Difficulty,93.56,127.22,Proactive Monitoring,Career Support Needed
614,39,20860,Part-time,Widowed,Quebec City,Quebec,269013.92,5.17,25,300,249834.46,Active,1599.39,2021-12-01,2046-12-01,1.0,Scotiabank Student Line of Credit,York University,Toronto,Ontario,Communications,Bachelor's,Liberal Arts,1,4.0,30347.88,76.6,43539.85,Metropolitan College,College,0,Good,Low Income,Mid-Career (35-49),Low Difficulty,92.87,92.01,Proactive Monitoring,Moderate Job Market
176,35,0,Unemployed,Divorced,Quebec City,Quebec,267994.32,3.793,25,300,238325.04,Active,1384.12,2021-01-01,2046-01-01,1.0,TD Canada Trust,McMaster University,Hamilton,Ontario,Biomedical Engineering,Bachelor's,Engineering,3,4.0,58726.36,82.0,70638.95,Central College,College,1,Fair,Low Income,Mid-Career (35-49),High Difficulty,88.93,,Proactive Monitoring,Moderate Job Market
418,27,23143,Part-time,Married,Brandon,Manitoba,267979.54,3.352,15,180,224574.7,Active,1896.32,2022-10-01,2037-10-01,1.0,Canada Student Loans Program,Queen's University,Kingston,Ontario,Hospitality Management,Bachelor's,Business,1,4.0,28900.91,77.1,45510.5,Central College,College,0,Fair,Low Income,Young Professional (25-34),Low Difficulty,83.8,98.33,Proactive Monitoring,Moderate Job Market
5,40,0,Unemployed,Divorced,Brampton,Ontario,264221.87,6.738,20,240,242757.73,Active,2007.16,2023-03-01,2043-03-01,1.0,RBC Student Banking,McMaster University,Hamilton,Ontario,Network Administration,Certificate,Technology,2,2.0,23438.0,81.9,51294.44,Western Community College,Community College,0,Fair,Low Income,Mid-Career (35-49),Medium Difficulty,91.88,,Proactive Monitoring,Moderate Job Market
441,41,16984,Part-time,Divorced,Montreal,Quebec,261624.82,11.805,15,180,222031.12,Active,3107.19,2021-08-01,2036-08-01,1.0,National Bank of Canada,University of Saskatchewan,Saskatoon,Saskatchewan,Automotive Technology,Certificate,Technical,1,2.0,17732.27,83.7,45175.53,Northern Community College,Community College,0,Fair,Low Income,Mid-Career (35-49),Low Difficulty,84.87,219.54,Proactive Monitoring,Moderate Job Market
139,30,67557,Full-time,Divorced,Toronto,Ontario,260998.7,7.212,20,240,246732.08,Active,2056.87,2023-07-01,2043-07-01,1.0,Canada Student Loans Program,Simon Fraser University,Burnaby,British Columbia,Information Technology,Bachelor's,Technology,2,4.0,42437.76,86.0,62830.9,Southern College,College,0,Good,Medium Income,Young Professional (25-34),Medium Difficulty,94.53,36.54,Proactive Monitoring,Strong Job Market
680,36,0,Unemployed,Widowed,Vancouver,British Columbia,260880.01,6.389,15,180,181150.9,Active,2256.66,2019-02-01,2034-02-01,1.0,Bank of Montreal,Carleton University,Ottawa,Ontario,Master of Education,Master's,Education,2,2.0,34248.09,89.3,63598.44,University of Alberta,University,0,Fair,Low Income,Mid-Career (35-49),Medium Difficulty,69.44,,Proactive Monitoring,Strong Job Market
390,44,73768,Full-time,Divorced,Laval,Quebec,259590.13,11.97,15,180,223427.02,Active,3110.51,2021-11-01,2036-11-01,1.0,Canada Student Loans Program,McMaster University,Hamilton,Ontario,Communications,Bachelor's,Liberal Arts,1,4.0,30347.88,76.6,43539.85,Metropolitan College,College,0,Good,High Income,Mid-Career (35-49),Low Difficulty,86.07,50.6,Proactive Monitoring,Moderate Job Market
351,30,41551,Full-time,Divorced,Brampton,Ontario,258720.62,8.356,25,300,234830.21,In Deferment,2058.24,2019-05-01,2044-05-01,1.0,Canada Student Loans Program,University of Saskatchewan,Saskatoon,Saskatchewan,Chemical Engineering,Bachelor's,Engineering,3,4.0,51080.39,90.1,74425.91,Southern College,College,1,Challenging,Medium Income,Young Professional (25-34),High Difficulty,90.77,59.44,Proactive Monitoring,Strong Job Market
758,38,20631,Part-time,Single,Red Deer,Alberta,258420.38,5.421,15,180,156458.17,Active,2100.69,2018-12-01,2033-12-01,1.0,CIBC,McGill University,Montreal,Quebec,Mathematics,Bachelor's,Science,3,4.0,43771.19,71.3,55946.22,University of British Columbia (UBC),University,0,Good,Low Income,Mid-Career (35-49),High Difficulty,60.54,122.19,Proactive Monitoring,Moderate Job Market
934,40,16418,Part-time,Single,Mississauga,Ontario,256914.15,11.66,15,180,225467.39,Active,3027.43,2021-05-01,2036-05-01,1.0,Scotiabank Student Line of Credit,Concordia University,Montreal,Quebec,Business Administration,Bachelor's,Business,1,4.0,38354.87,91.8,55993.86,Northern College,College,0,Excellent,Low Income,Mid-Career (35-49),Low Difficulty,87.76,221.28,Proactive Monitoring,Strong Job Market
708,35,51193,Full-time,Married,Brampton,Ontario,256077.71,4.346,20,240,201827.0,Active,1598.86,2020-06-01,2040-06-01,1.0,TD Student Line of Credit,University of Victoria,Victoria,British Columbia,Automotive Technology,Certificate,Technical,1,2.0,17732.27,83.7,45175.53,Northern Community College,Community College,0,Fair,Medium Income,Mid-Career (35-49),Low Difficulty,78.81,37.48,Proactive Monitoring,Moderate Job Market
523,22,60844,Full-time,Married,Winnipeg,Manitoba,255985.54,4.064,15,180,173088.61,Active,1901.71,2019-06-01,2034-06-01,1.0,RBC Student Banking,NAIT,Edmonton,Alberta,Computer Science,Bachelor's,Technology,2,4.0,46476.55,91.9,73443.75,University of Waterloo,University,0,Fair,Medium Income,Young Adult (18-24),Medium Difficulty,67.62,37.51,Proactive Monitoring,Strong Job Market
57,34,52668,Full-time,Single,Surrey,British Columbia,254588.12,4.989,25,300,227649.4,Active,1486.67,2021-02-01,2046-02-01,1.0,RBC Student Banking,University of Victoria,Victoria,British Columbia,Master of Business Administration,Master's,Business,2,2.0,60584.46,93.5,91921.43,Eastern Professional School,Professional School,0,Challenging,Medium Income,Young Professional (25-34),Medium Difficulty,89.42,33.87,Proactive Monitoring,Strong Job Market
190,37,0,Unemployed,Widowed,Ottawa,Ontario,253241.61,9.751,20,240,230011.27,Active,2402.21,2021-04-01,2041-04-01,1.0,National Bank of Canada,University of Manitoba,Winnipeg,Manitoba,Mathematics,Bachelor's,Science,3,4.0,43771.19,71.3,55946.22,University of British Columbia (UBC),University,0,Good,Low Income,Mid-Career (35-49),High Difficulty,90.83,,Proactive Monitoring,Moderate Job Market
851,39,23624,Part-time,Common-law,Calgary,Alberta,253065.2,6.953,15,180,199103.15,Active,2267.98,2021-01-01,2036-01-01,1.0,Royal Bank of Canada,University of Victoria,Victoria,British Columbia,Biomedical Engineering,Bachelor's,Engineering,3,4.0,58726.36,82.0,70638.95,Central College,College,1,Fair,Low Income,Mid-Career (35-49),High Difficulty,78.68,115.2,Proactive Monitoring,Moderate Job Market
787,40,18655,Part-time,Married,Brampton,Ontario,252885.83,3.666,20,240,201509.03,Active,1488.3,2020-11-01,2040-11-01,1.0,CIBC,Carleton University,Ottawa,Ontario,Computer Science,Bachelor's,Technology,2,4.0,46476.55,91.9,73443.75,University of Waterloo,University,0,Fair,Low Income,Mid-Career (35-49),Medium Difficulty,79.68,95.74,Proactive Monitoring,Strong Job Market
487,35,68991,Full-time,Single,Red Deer,Alberta,252681.63,3.973,20,240,234701.99,Active,1527.61,2023-03-01,2043-03-01,1.0,Bank of Nova Scotia,University of Calgary,Calgary,Alberta,Master of Business Administration,Master's,Business,2,2.0,60584.46,93.5,91921.43,Eastern Professional School,Professional School,0,Challenging,Medium Income,Mid-Career (35-49),Medium Difficulty,92.88,26.57,Proactive Monitoring,Strong Job Market
299,26,20803,Part-time,Widowed,Calgary,Alberta,250809.2,4.819,25,300,227430.29,Active,1439.88,2021-03-01,2046-03-01,1.0,Canada Student Loans Program,Concordia University,Montreal,Quebec,Doctor of Pharmacy,Professional,Healthcare,3,4.0,63047.69,96.7,96418.01,Northern Professional School,Professional School,1,Fair,Low Income,Young Professional (25-34),High Difficulty,90.68,83.06,Proactive Monitoring,Strong Job Market
